"id";"vol";"FD_S1";"FD_S2";"FD_S3";"FD_S4"
9001;146;0,0273379895;0,080366101;0,044349564;0,127648352
9001;147;0,042229189;0,059281134;0,145685445;0,18731315511
9001;148;0,020810627;0,183897778;0,04656075;0,13487192511
9001;149;0,0467929075;0,207285515;0,085888063;0,0515961253
9001;150;0,0313239155;0,240822764;0,065149524;0,151549692
9001;151;0,0421757238;0,202817802;0,053994011;0,1657415883
9001;152;0,0272034838;0,379367086;0,043661493;0,129528451
9001;153;0,060699781;0,1232778145;0,039074998;0,2432510386
9001;154;0,0627864715;0,1653440645;0,037885947;0,1343591512
9001;155;0,050996976;0,189432125;0,062323852;0,1776456428
9001;156;0,0254898405;0,1750591925;0,086115455;0,176552401
9001;157;0,069540255;0,172754346;0,048383889;0,18612839874
9001;158;0,040869287;0,112741511;0,037844889;0,12960783726
9001;159;0,059187778;0,08927897;0,039001599;0,180416377
9001;160;0,04142978;0,167268621;0,066837568;0,094680846
9001;161;0,0374626465;0,0526715865;0,034727717;0,106164106
9001;162;0,06173308;0,0796231835;0,057069162;0,290004673
9001;163;0,0202316175;0,0723652185;0,068940178;0,1732996055
9002;1;0;0;0;0
9002;2;0,068812307;0,0677742432500156;0,0687024771999858;0,142182461
9002;3;0,178985542345;0,0534728438;0,0746710982;0,0764506184
9002;4;0,063565470555;0,12131618;0,030538953;0,0779309999
9002;5;0,0731534031;0,12428376895;0,0353668833;0,098506755
9002;6;0,138046923;0,1177343326;0,0898788989;0,05534116465
9002;7;0,3974092995;0,072211421;0,1176452976;0,08821586815
9002;8;0,4327963387;0,05293590322;0,0579239724;0,0612166145
9002;9;0,2173700288;0,07154888792;0,1037951909;0,0558698325
9002;10;0,1138440645;0,02697374165;0,0632414621;0,0680290315
9002;11;0,1246328559;0,06582870605;0,07986783285;0,086404051
9002;12;0,0452724783;0,0640546215;0,11902597115;0,059460342
9002;13;0,08981919365;0,0920177594;0,06532798885;0,1225160495
9002;14;0,08054616215;0,0635465584;0,06949907215;0,07787888796
9002;15;0,0871869598;0,0473827325;0,062558835;0,10645851069
9002;16;0,05706947645;0,0507069564;0,060192399;0,06571132645
9002;17;0,02642987565;0,0340346806;0,0478394513;0,0631494393
9002;18;0,0225556579;0,0470271983;0,0287890576;0,016851462
9002;19;0,0675382859;0,0540662978;0,0904828398;0,0447336144
9002;20;0,08906026975;0,0825380693;0,06543191665;0,07049164189
9002;21;0,09712365615;0,0459216355;0,11146088835;0,06388445904
9002;22;0,08547450105;0,0240451035;0,126482814;0,02522416581
9002;23;0,0455268668;0,0984419125;0,07939704425;0,06713638286
9002;24;0,07029819735;0,073799067;0,0912502247;0,1276744041
9002;25;0,050773808;0,068155907;0,11736691935;0,2376219993
9002;26;0,08477271405;0,09209567094;0,0550288404;0,0868389113
9002;27;0,06223569355;0,11360281794;0,082163788;0,05704191672
9002;28;0,041390126;0,0789568048;0,0687854625;0,06852258382
9002;29;0,057157688217;0,1307615138;0,051165868;0,03143126096
9002;30;0,157010995783;0,082681246535;0,11779685975;0,05029568444
9002;31;0,1953233805;0,054887387465;0,37797357925;0,0575908695
9002;32;0,093609625;0,048809892;0,194384649;0,04293618
9002;33;0,0461241515;0,066439714;0,2632626355;0,0444133836
9002;34;0,05604693609;0,053704776;0,099223813;0,0436647899
9002;35;0,044580882935;0,119186377;0,1583214872;0,04456459702
9002;36;0,03018010728;0,058541491;0,07428233716;0,07537619427
9002;37;0,073564195355;0,1163062525;0,05013180036;0,07174574175
9002;38;0,082710320205;0,052294262;0,107952356;0,0608301391
9002;39;0,054881537545;0,1152437665;0,0714858805;0,0663649425
9002;40;0,07462282075;0,040053768;0,084055032;0,04926010954
9002;41;0,04176038135;0,060458134;0,083051963;0,05727859914
9002;42;0,0968415142;0,052174763;0,117498373;0,06378713463
9002;43;0,0996387446;0,065534109;0,2122931048;0,05330585927
9002;44;0,10515211585;0,109300278;0,0838698898;0,0513801589
9002;45;0,076669105205;0,063351088;0,180603305;0,04816333
9002;46;0,047254878695;0,087303372;0,089093584;0,2449993665
9002;47;0,0366989894;0,101302721;0,074627218;0,13752318385
9002;48;0,0352852319;0,07911714;0,050761535;0,04623086885
9002;49;0,0387899335;0,113237585;0,0737378415;0,0497817195
9002;50;0,03261393235;0,070876434;0,058650175;0,0951530797
9002;51;0,0605763892;0,100087076;0,0777302559;0,0595353687
9002;52;0,04500142715;0,045734059;0,0550498523;0,1290869432
9002;53;0,0605340966;0,050191399;0,0668317162;0,06891248775
9002;54;0,0438670328;0,079326842;0,05910254284;0,07670447115
9002;55;0,05574626615;0,043270836;0,04914598564;0,0287176831
9002;56;0,05383456771;0,056816766;0,0633501193;0,1216544482
9002;57;0,06941163746;0,036212888;0,0367223705;0,0901122357
9002;58;0,0797436973;0,040965928;0,1098469373;0,07861940585
9002;59;0,0701496381;0,071886336;0,079166293;0,07582015675
9002;60;0,078404085;0,069160946;0,0474070483;0,1144380265
9002;61;0,0588125187;0,058432714;0,0658955888;0,0738730596
9002;62;0,1359880073;0,105200095;0,106819894;0,0940062663
9002;63;0,1163019365;0,107564696;0,07967519777;0,1401773354
9002;64;0,1495032588;0,089468441;0,05968566727;0,132555301375
9002;65;0,1846317778;0,122746685;0,0703463474;0,099979976075
9002;66;0,10950855551;0,138112523;0,0593766959;0,3542282206
9002;67;0,17621460291;0,0480870615;0,0544219387;0,3372501156
9002;68;0,105303781;0,0592825168;0,1867067492;0,1596244244
9002;69;0,07675274315;0,15814774305;0,124900342;0,1325570755
9002;70;0,08156074365;0,07552011515;0,11010419;0,0825368714
9002;71;0,115543755;0,069251357;0,11944801;0,1659892223
9002;72;0,018634345;0,1129423535;0,069884197;0,090600699
9002;73;0,0694225536;0,0966275995;0,064952105;0,1295966543
9002;74;0,1314657104;0,031045778;0,0638570695;0,0415493131
9002;75;0,0823943953;0,0400668425;0,072026168;0,1446988152
9002;76;0,075807091;0,0456579565;0,0703383395;0,06321605243
9002;77;0,1093313975;0,056077777;0,0647067104;0,04982551063
9002;78;0,053110953;0,0689801936;0,0388008714;0,07581314745
9002;79;0,0589131365;0,1460523156;0,02612897;0,10793564075
9002;80;0,05726412995;0,1360312715;0,0598991263;0,1109955896
9002;81;0,06253644545;0,088596468;0,04843301435;0,0653622016
9002;82;0,078971553245;0,057200283;0,06802355795;0,08259008845
9002;83;0,055606692245;0,0402038145;0,0960155436;0,0979759299
9002;84;0,0540007875;0,1471008301;0,1275617714;0,1311715132
9002;85;0,0969275875;0,0707577179;0,2392797419;0,12915503245
9002;86;0,049227292;0,1289722985;0,0568389785;0,1075380051
9002;87;0,0712717295;0,049007096;0,0978462;0,0985582185
9002;88;0,0678568824;0,047817418;0,0692575305;0,3146221347
9002;89;0,0769085959;0,08617235;0,074946719;0,046940453
9002;90;0,05281582103;0,087082734;0,051699576;0,1545467885
9002;91;0,09036154853;0,1186905665;0,088723116925;0,09113696
9002;92;0,0568259045000001;0,067007637;0,108624525375;0,0502928265
9002;93;0,1164366675;0,046069533;0,08182376795;0,0637186525
9002;94;0,0515671005;0,040012175;0,030866506;0,027584614
9002;95;0,1026323695;0,10807023805;0,0452175525;0,0883526455
9002;96;0,04998032;0,0465166134499999;0,0769743445;0,0562368555
9002;97;0,046591282;0,0465566365;0,055912694;0,039254973
9002;98;0,062719316;0,05716727935;0,0633144675;0,0676569155
9002;99;0,046723586;0,07943769965;0,08648645;0,084361537
9002;100;0,068577046;0,04344168665;0,06587135;0,1022603454
9002;101;0,040902106;0,04533410315;0,046657212;0,1584192083
9002;102;0,079494111;0,0440742305;0,0718109935;0,1387327942
9002;103;0,054897318;0,03794016925;0,080297088;0,102717013
9002;104;0,13010161091;0,06598420925;0,0771728045;0,067048862
9002;105;0,13487328791;0,080563881;0,038065978;0,065241811
9002;106;0,075192791;0,0723507505;0,0617937425;0,078510348
9002;107;0,060525661;0,0423136985;0,0700450035;0,0857619563
9002;108;0,116753407;0,0363988145;0,070543616;0,0449274683
9002;109;0,046943269;0,050043563;0,0561460613;0,0538092016
9002;110;0,064062028;0,04194223;0,0601232143;0,0239077476
9002;111;0,092984578;0,09193236;0,036284671;0,0350447069
9002;112;0,054449902;0,144221157;0,0423730495;0,0739770759
9002;113;0,04315115;0,172154583;0,0454238869;0,050623549
9002;114;0,071160671;0,0591510929999999;0,06784868045;0,033174951
9002;115;0,081411591;0,061013913;0,05466864155;0,042611455
9002;116;0,0765146989999999;0,074488068;0,0713499655;0,090789157
9002;117;0,043940481;0,07000956;0,0872709496;0,077194917
9002;118;0,063982665;0,047370684;0,0866502171;0,0508327075
9002;119;0,02798306;0,069547353;0,058803257;0,0406897245
9002;120;0,0720769;0,09111526107;0,05045998915;0,056263045
9002;121;0,080181125;0,05109789907;0,03078348455;0,048209357
9002;122;0,0333190450000001;0,135581811;0,0478983753;0,0562823719
9002;123;0,08337761;0,0331692349999999;0,0844211;0,0269847282
9002;124;0,03412574;0,064227203;0,1674895447;0,0486982577
9002;125;0,05313939;0,037757252;0,128200306;0,057547268
9002;126;0,03587157;0,040800444;0,084213902;0,047503668
9002;127;0,04192249;0,136986179;0,326276665;0,062550256
9002;128;0,0731701500000001;0,168455579;0,149985239;0,051007142
9002;129;0,03333769;0,1268243015;0,232279378;0,05267939
9002;130;0,037540613;0,0597981385;0,1968901706;0,3246995171
9002;131;0,120896403;0,0890639359999999;0,0759623045;0,1199584091
9002;132;0,143273227;0,0760375353;0,1140213199;0,083450171
9002;133;0,098790367;0,0951167271;0,0286821335;0,072401433
9002;134;0,093409336;0,0691171385;0,0601876645;0,098625219
9002;135;0,072917083;0,0712585587;0,015116034;0,093688795
9002;136;0,062016298;0,0713698229999999;0,0384196295;0,066885169
9002;137;0,064822996;0,0761970286;0,0578230505;0,057944346
9002;138;0,071572996;0,058332616;0,090066096;0,0560529825
9002;139;0,04204316;0,084092228;0,034857852;0,04341106
9002;140;0,03825696;0,128592563;0,054747666;0,0525613095
9002;141;0,054021355;0,137020141;0,063495483;0,0901022364
9002;142;0,0549122700000001;0,080077272;0,041601482;0,0706035046
9002;143;0,0543087699999999;0,068021212;0,055420973;0,02292625
9002;144;0,05501888;0,043543695;0,082416674;0,088801091
9002;145;0,04339927;0,0893344750000001;0,047160448;0,079675891
9002;146;0,068633895;0,06882479;0,097334406;0,054154985
9002;147;0,0628537899999999;0,11121226;0,1507901944;0,0375368477
9002;148;0,051303265;0,101458478;0,0739417138;0,0793717571
9002;149;0,0763654550000001;0,076510424;0,0601484478;0,0796299612
9002;150;0,1004308;0,064785784;0,112011426;0,0638655845
9002;151;0,066915315;0,241230117;0,066302891;0,1833679206
9002;152;0,0735328;0,110909948;0,042010994;0,3064765796
9002;153;0,080044805;0,202412128;0,095745307;0,4694877965
9002;154;0,117112555;0,099063671;0,030168772;0,1765675757
9002;155;0,0744186149999999;0,078377574;0,061319248;0,2423813518
9002;156;0,05599581;0,065541629;0,0777464664;0,167694843852
9002;157;0,084115205;0,051093836;0,0834769006;0,136415768902
9002;158;0,0802650050000001;0,076596429;0,30430384;0,15436153675
9002;159;0,03879925;0,0780294210000001;0,249049971;0,0378575241
9002;160;0,0302581849999999;0,07306065;0,179198026;0,0911527808999999
9002;161;0,078087665;0,026659986;0,0678319585;0,0491323115
9002;162;0,07326245;0,048234803;0,0724571885;0,0983393144999999
9002;163;0,0327757799999999;0,0669621032;0,086634627;0,064514337
9003;1;0;0;0;0
9003;2;0,181240966;0,129842534579993;0,224356448900007;0,873313997149993
9003;3;0,14929875907;0,06619700772;0,1739309746;0,39327107935
9003;4;0,16373815957;0,2024936497;0,3093932662;0,5097011425
9003;5;0,20717896555;0,1666470573;0,15333093;0,2112417664
9003;6;0,34952978605;0,2801259924;0,4863265715;0,1471844891
9003;7;0,820685578;0,1951514443;0,2010108938;0,0922555146
9003;8;1,533088021;0,117598426;0,1922269563;0,1888297374
9003;9;0,365373791;0,2967104083;0,218336055;0,2039376015
9003;10;0,9739015079;0,2357646843;0,0954038703;0,2312505245
9003;11;0,5431105159;0,1794154114;0,1838705372;0,4209123723
9003;12;0,359912034;0,2057967266;0,21304115;0,5954702433
9003;13;0,2529046375;0,1975126779;0,141855408;0,292346677
9003;14;0,1574070115;0,2027233038;0,146091493;0,4068870475
9003;15;0,113192378;0,1747434293;0,141271033;0,19221804397
9003;16;0,1297417785;0,16128141175;0,2130935095;0,192471382086
9003;17;0,105339488;0,12921511905;0,21979602079;0,200175387206
9003;18;0,11938250145;0,1726740973;0,09900775451;0,26585954915
9003;19;0,10610041275;0,1696858685;0,1351046838;0,4235524763
9003;20;0,1087225303;0,19475839;0,195406153;0,3649716803
9003;21;0,103627406;0,1938431133;0,1431587416;0,2070883002
9003;22;0,066332261;0,0295391043;0,227501609;0,1355553117
9003;23;0,0783468365;0,21728135935;0,2603969689;0,12291405113
9003;24;0,1907152945;0,28749303497;0,2297012614;0,19415505783
9003;25;0,145472531;0,25719596302;0,1771497805;0,1678590844
9003;26;0,20028912;0,135258285;0,1549461095;0,1656592516
9003;27;0,39852681225;0,1217039933;0,3336030329;0,8417346965
9003;28;0,2789279007;0,0877155728;0,1964517796;0,27388913285
9003;29;0,03157513855;0,09281196;0,1179543305;0,24467682145
9003;30;0,2978412396;0,100431547;0,2438226374;0,2081329464
9003;31;0,105656097;0,1589327775;0,1581452789;0,4367437579
9003;32;0,06804311;0,3944165585;0,151264791;0,5364870036
9003;33;0,1904142415;0,4804835929;0,074593024;0,6969220325
9003;34;0,092137781;0,1213258806;0,113742514;0,311264061
9003;35;0,1246463955;0,374983876;0,204475053;0,474024807
9003;36;0,0611681385;0,1963404399;0,472898908;0,262628155
9003;37;0,182501427;0,1706814627;0,187878642;0,1953038015
9003;38;0,1522286345;0,1065246979;0,28782187;0,2508469265
9003;39;0,0784086930000001;0,0853954349;0,243024532;0,337048992
9003;40;0,111984582;0,0993033134;0,346735023;0,095593943
9003;41;0,125415981;0,12360829923;0,0779878505000001;0,0497718356
9003;42;0,190548486;0,14045439527;0,0665976925;0,37529561721
9003;43;0,155639685;0,262352048;0,246872032;0,50481510161
9003;44;0,1082530955;0,2396288804;0,155083838;0,5088300417
9003;45;0,0510368530000001;0,2139530982;0,103655397;0,3154599223
9003;46;0,1229598675;0,1172315403;0,107166631;0,8446951929
9003;47;0,170778777;0,1597008624;0,111427053;0,1543278064
9003;48;0,189245668;0,1415958871;0,160418263;0,1304871535
9003;49;0,121599218;0,1638302468;0,276443803;0,1225869915
9003;50;0,2575188365;0,0813297246;0,249476993;0,218864278
9003;51;0,163807149;0,1035494329;0,222357005;0,1500285895
9003;52;0,1380751135;0,1503516363;0,288850835;0,130881887
9003;53;0,065229704;0,136390394;0,263375228;0,2786475269
9003;54;0,0955018075;0,128148659;0,248978781;0,4023869169
9003;55;0,0548398674999999;0,162916662;1,2246773894;0,1174840229
9003;56;0,070214442;0,147910813;0,6989793664;0,2456659613
9003;57;0,0390833569999999;0,1685287223;0,688134317;0,4146141686
9003;58;0,138808104;0,1879743837;0,2332651055;0,4236697195
9003;59;0,0782598499999999;0,2759809465;0,2002428135;0,29806253675
9003;60;0,1534408585;0,189793201;0,18108484;0,16600481425
9003;61;0,2166935695;0,3633334536;0,18168419;0,2387345505
9003;62;0,218413512;0,191499159;0,162660495;0,3627180615
9003;63;0,1284827496;0,8518572179;0,349865215;0,8489725615
9003;64;0,1631429614;0,359157728;0,060934436;0,4259506155
9003;65;0,45492295;0,226642075;0,210841581;0,226409522
9003;66;0,786256385;0,233564073;0,241699945;0,222122027
9003;67;0,749781255;0,133968629;0,224499035;0,2691303565
9003;68;1,117518375;0,317015879;0,1576849335;0,3389240065
9003;69;0,314896495;0,1648171313;0,3842237535;0,406585031
9003;70;0,323671765;0,09490802523;0,162055165;0,291090892
9003;71;0,1885731;0,38444243347;0,10910774;0,1684183465
9003;72;0,219661325;0,3887326596;0,26966767;0,2431373835
9003;73;0,1576032;0,1514868636;0,144730175;0,107813815
9003;74;0,132547265;0,1590946226;0,279616965;0,168551454
9003;75;0,0590501499999999;0,108501147;0,308990465;0,101274638
9003;76;0,21935842;0,224327567;0,0992692065000001;0,16315214
9003;77;0,112246685;0,323132712;0,2783864865;0,185266048
9003;78;0,11068199;0,183251378;0,137022895;0,359005985
9003;79;0,0590254700000001;0,409201488;0,086520015;0,414658173
9003;80;0,067767255;0,44120481;0,09260009;0,185933299
9003;81;0,103646215;0,085991867;0,20751116;0,1425295135
9003;82;0,19500308;0,175822216;0,3241811785;0,2563468415
9003;83;0,19459258;0,096334905;0,212118968;0,316429308
9003;84;0,112583295;0,1243897525;0,314676341;0,4320524947
9003;85;0,090972685;0,2245767945;0,3379232245;0,1993837863
9003;86;0,27066655;0,4734285515;0,129555198;0,114534525
9003;87;0,182045275;0,3339424885;0,389640055;0,143668203
9003;88;0,157434865;0,250388047;0,26797183;0,0598443735000001
9003;89;0,153423805;0,1753568575;0,195013801;0,1576120685
9003;90;0,0494695900000001;0,3922794982;0,123138685;0,1709768997
9003;91;0,07749045;0,2676313277;0,1074274445;0,2715715268
9003;92;0,0866830699999999;0,14024294;0,145775848;0,2165526375
9003;93;0,08014667;0,120399357;0,258268619;0,1440458935
9003;94;0,0765481099999998;0,11529882;0,1623905955;0,0955450235
9003;95;0,085258995;0,1368866715;0,1522912365;0,068097532
9003;96;0,30310707;0,1679572305;0,0846176815;0,1072182895
9003;97;0,13606132;0,1321025265;0,2337816915;0,1030695985
9003;98;0,63583783;0,1372766865;0,3735155155;0,192731061
9003;99;0,183189975;0,1586842305;0,380062865;0,310039366
9003;100;0,11867209;0,167014511;0,319844127;0,414215974
9003;101;0,0879880999999998;0,2694951415;0,092829792;0,3389251365
9003;102;0,202211295;0,2371235015;0,307000283;0,395160691
9003;103;0,17546538;0,2377876165;0,3326632925;0,3032803275
9003;104;0,148659575;0,156480178;1,1337403325;0,0666733850000001
9003;105;0,0973907999999999;0,0643760865000001;0,291725541;0,120188415
9003;106;0,558970983;0,0707471922399999;0,1903935995;0,16064622
9003;107;0,1083902845;0,14410859724;0,3195709205;0,5286630055
9003;108;0,2733244315;0,0971975059500001;0,172701062;0,1574398635
9003;109;0,131288985;0,11056174395;0,3305641165;0,330153199
9003;110;0,150530869;0,14128641505;0,2609970535;0,1757620635
9003;111;0,285993206;0,20186966995;0,169049623;0,1775792035
9003;112;0,2110900295;0,2053289545;0,1426204405;0,286786071
9003;113;0,1011459495;0,2466689656;0,1305378505;0,342288644
9003;114;0,2378571715;0,1857106479;0,124615533;0,397588376
9003;115;0,0690248424999999;0,2578750337;0,165896253;0,38625578
