set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
,,0.006,0.005,68,0.000,0.193,0.072,  4.59, 4.48,0.000,-39,-84, 30,
,,,,,,0.681,0.197,  4.12, 4.03,0.000,-36,-84, 42,
,,,,,,0.986,0.370,  3.70, 3.64,0.000,-12,-75, 51,
,,0.583,0.175,16,0.046,0.214,0.073,  4.56, 4.45,0.000, 66, 12, 18,
,,0.005,0.005,69,0.000,0.312,0.107,  4.44, 4.33,0.000,-18,-21, 69,
,,,,,,0.361,0.117,  4.39, 4.29,0.000, -9,-15, 78,
,,,,,,0.849,0.227,  3.96, 3.89,0.000,-27,-27, 69,
,,0.903,0.321,9,0.122,0.389,0.124,  4.36, 4.26,0.000, 54, 18,-15,
,,0.823,0.263,11,0.091,0.444,0.142,  4.31, 4.22,0.000,-39, 15,-12,
,,0.935,0.344,8,0.143,0.477,0.150,  4.28, 4.19,0.000, 21,-51, 75,
,,0.979,0.423,6,0.201,0.499,0.151,  4.27, 4.17,0.000, 69,-39, 39,
,,0.679,0.193,14,0.060,0.509,0.151,  4.26, 4.16,0.000,-27,-48,-48,
,,0.414,0.138,20,0.028,0.560,0.161,  4.22, 4.12,0.000, 30, 18, -9,
,,,,,,0.974,0.349,  3.75, 3.68,0.000, 30,  9, -9,
,,0.823,0.263,11,0.091,0.563,0.161,  4.21, 4.12,0.000, 30,-63,-60,
,,0.903,0.321,9,0.122,0.597,0.169,  4.19, 4.10,0.000, 45, 30, 27,
,,0.236,0.091,26,0.014,0.612,0.169,  4.17, 4.08,0.000,-39,-39, 51,
,,,,,,0.956,0.318,  3.80, 3.73,0.000,-33,-36, 39,
,,0.494,0.150,18,0.036,0.614,0.169,  4.17, 4.08,0.000,-57,-63, 33,
,,,,,,0.999,0.494,  3.55, 3.49,0.000,-54,-66, 42,
,,0.960,0.384,7,0.169,0.703,0.203,  4.10, 4.01,0.000,-45,-69, 51,
,,0.935,0.344,8,0.143,0.743,0.204,  4.07, 3.98,0.000,  0, 51,  0,
,,0.121,0.052,33,0.007,0.759,0.204,  4.05, 3.97,0.000,  6,-54, 33,
,,,,,,0.835,0.221,  3.98, 3.90,0.000,  3,-66, 36,
,,0.935,0.344,8,0.143,0.777,0.206,  4.03, 3.95,0.000, -6,-24, 57,
,,0.537,0.162,17,0.040,0.819,0.221,  3.99, 3.92,0.000,-18, 57, -9,
,,0.903,0.321,9,0.122,0.827,0.221,  3.99, 3.91,0.000, 69,-18, 27,
,,0.679,0.193,14,0.060,0.833,0.221,  3.98, 3.90,0.000, 18, 24,  9,
,,0.979,0.423,6,0.201,0.889,0.255,  3.91, 3.84,0.000,-45,  0,-12,
,,0.728,0.213,13,0.068,0.903,0.260,  3.90, 3.82,0.000,  6,-63,  9,
,,0.979,0.423,6,0.201,0.931,0.287,  3.85, 3.78,0.000, 39, 39,-21,
,,0.990,0.473,5,0.242,0.960,0.318,  3.79, 3.72,0.000,  3, -3, -9,
,,0.452,0.147,19,0.032,0.965,0.325,  3.78, 3.71,0.000,-33, 24, -6,
,,0.960,0.384,7,0.169,0.976,0.351,  3.74, 3.68,0.000, 15,-42,-24,
,,0.679,0.193,14,0.060,0.980,0.361,  3.73, 3.66,0.000, 27,-63, 30,
,,,,,,0.999,0.494,  3.55, 3.49,0.000, 36,-63, 33,
,,0.990,0.473,5,0.242,0.984,0.368,  3.71, 3.64,0.000, 15,-42, 57,
,,0.990,0.473,5,0.242,1.000,0.759,  3.32, 3.27,0.001,-30,-63,-21,
